timestamp,volume,source
2019-04-17 18:00:00,96,V
2019-04-18 18:00:00,92,V
2019-04-19 20:10:00,97,H
2019-04-22 15:40:00,97,V
2019-04-24 19:20:00,98,H
2019-04-25 18:00:00,93,H
2019-04-27 16:00:00,96,H
2019-04-29 19:20:00,87,H
2019-05-01 12:40:00,94,H
2019-05-03 15:40:00,98,H
2019-05-07 11:00:00,58,H
