timestamp,volume,source
2019-04-18 15:40:00,98,V
2019-04-22 15:00:00,97,V
2019-04-23 16:40:00,85,V
2019-04-24 21:00:00,97,V
2019-04-25 18:00:00,97,H
2019-05-01 15:40:00,99,H
2019-05-02 15:40:00,85,H
2019-05-04 18:00:00,98,H
2019-05-05 15:40:00,93,H
2019-05-06 16:00:00,94,V
2019-05-07 16:00:00,96,H
2019-05-10 16:00:00,94,H
2019-05-11 16:00:00,89,H
2019-05-13 16:00:00,98,V
