timestamp,distance,volume
2019-04-16 17:34:02,11.05,87
2019-04-16 17:39:04,11.05,87
2019-04-16 17:44:04,11.05,87
2019-04-16 17:49:01,11.05,87
2019-04-16 19:12:58,11.05,87
2019-04-16 19:17:58,11.05,87
2019-04-16 19:22:51,11.05,87
2019-04-16 19:27:46,11.05,87
2019-04-16 19:32:41,11.05,87
2019-04-16 19:37:46,10.2,88
2019-04-16 19:42:39,10.2,88
2019-04-16 19:47:49,11.9,86
2019-04-16 19:52:47,11.05,87
2019-04-16 19:57:40,11.05,87
2019-04-16 20:02:35,11.05,87
2019-04-16 20:07:30,11.05,87
2019-04-16 20:12:24,11.9,86
2019-04-16 20:17:24,11.9,86
2019-04-16 20:22:18,11.9,86
2019-04-16 20:27:23,11.9,86
2019-04-16 20:32:17,11.05,87
2019-04-16 20:37:17,11.05,87
2019-04-16 20:42:10,11.05,87
2019-04-16 20:47:10,11.05,87
2019-04-16 20:52:04,11.05,87
2019-04-16 20:56:59,11.05,87
2019-04-16 21:01:53,11.9,86
2019-04-16 21:06:48,11.9,86
2019-04-16 21:11:43,11.9,86
2019-04-16 21:16:38,11.9,86
2019-04-16 21:21:37,11.9,86
2019-04-16 21:26:31,11.9,86
2019-04-16 21:31:26,11.9,86
2019-04-16 21:36:21,11.9,86
2019-04-16 21:41:15,11.9,86
2019-04-16 21:46:10,28.05,68
2019-04-16 21:51:05,29.75,66
2019-04-16 21:55:59,34.0,62
2019-04-16 22:00:54,24.65,72
2019-04-16 22:05:49,24.65,72
2019-04-16 22:10:44,24.65,72
2019-04-16 22:15:38,23.8,73
2019-04-16 22:25:35,23.8,73
2019-04-16 22:30:31,24.65,72
2019-04-16 22:35:33,24.65,72
2019-04-16 22:40:26,34.0,62
2019-04-16 22:45:21,30.6,66
2019-04-16 22:50:15,28.9,67
2019-04-16 22:55:10,28.9,67
2019-04-16 23:00:05,29.75,66
2019-04-16 23:05:05,29.75,66
2019-04-16 23:10:09,28.9,67
2019-04-16 23:15:02,28.9,67
2019-04-16 23:19:57,28.9,67
2019-04-16 23:24:52,28.9,67
2019-04-16 23:29:52,28.9,67
2019-04-16 23:34:45,29.75,66
2019-04-16 23:39:40,31.45,65
2019-04-16 23:44:34,31.45,65
2019-04-16 23:49:29,31.45,65
2019-04-16 23:54:24,31.45,65
2019-04-16 23:59:19,30.6,66
2019-04-17 00:04:13,29.75,66
2019-04-17 00:09:08,28.05,68
2019-04-17 00:14:13,28.05,68
2019-04-17 00:19:06,27.2,69
2019-04-17 00:24:01,26.35,70
2019-04-17 00:29:00,25.5,71
2019-04-17 00:33:54,24.65,72
2019-04-17 00:38:49,22.95,74
2019-04-17 00:43:44,22.95,74
2019-04-17 00:48:39,22.95,74
2019-04-17 00:53:37,22.1,75
2019-04-17 00:58:37,22.95,74
