timestamp,distance,volume
2019-03-12 12:14:43,18.0,80
2019-03-12 12:19:27,52.2,42
2019-03-12 12:24:11,27.9,69
2019-03-12 12:28:55,60.3,33
2019-03-12 12:33:39,34.2,62
2019-03-12 12:38:23,45.0,50
2019-03-12 12:43:08,44.1,51
2019-03-12 12:47:56,44.1,51
2019-03-12 12:52:42,42.3,53
2019-03-12 12:57:26,42.3,53
2019-03-12 13:02:10,41.4,54
2019-03-12 13:06:55,40.5,55
2019-03-12 13:11:39,46.8,48
2019-03-12 13:16:24,38.7,57
2019-03-12 13:21:13,45.9,49
2019-03-12 13:26:00,41.4,54
2019-03-12 13:30:44,41.4,54
2019-03-12 13:35:38,43.2,52
2019-03-12 13:40:28,45.9,49
2019-03-12 13:45:12,45.9,49
2019-03-12 13:49:57,42.3,53
2019-03-12 13:54:41,41.4,54
2019-03-12 13:59:25,41.4,54
2019-03-12 14:04:09,41.4,54
2019-03-12 14:08:54,41.4,54
2019-03-12 14:13:38,41.4,54
2019-03-12 14:18:22,40.5,55
2019-03-12 14:23:07,37.8,58
2019-03-12 14:27:51,36.9,59
2019-03-12 14:32:35,36.9,59
2019-03-12 14:37:19,36.9,59
2019-03-12 14:42:03,36.9,59
2019-03-12 14:46:47,36.9,59
2019-03-12 14:51:31,36.9,59
2019-03-12 14:56:16,36.9,59
2019-03-12 15:05:45,36.0,60
2019-03-12 15:10:29,36.0,60
2019-03-12 15:15:13,36.0,60
2019-03-12 15:19:58,36.0,60
2019-03-12 15:24:42,40.5,55
2019-03-12 15:29:26,41.4,54
2019-03-12 15:34:21,41.4,54
2019-03-12 15:39:14,41.4,54
2019-03-12 15:44:05,40.5,55
2019-03-12 15:48:52,40.5,55
2019-03-12 15:53:37,40.5,55
2019-03-12 15:58:21,40.5,55
2019-03-12 16:03:06,40.5,55
2019-03-12 16:07:51,32.4,64
2019-03-12 16:12:35,33.3,63
2019-03-12 16:17:19,35.1,61
2019-03-12 16:22:04,35.1,61
2019-03-12 16:26:48,36.9,59
2019-03-12 16:31:32,36.0,60
2019-03-12 16:36:16,48.6,46
2019-03-12 16:42:00,48.6,46
2019-03-12 16:47:48,47.7,47
2019-03-12 16:52:33,47.7,47
2019-03-12 16:57:17,47.7,47
2019-03-12 17:02:02,47.7,47
2019-03-12 17:06:47,47.7,47
2019-03-12 17:21:05,45.0,50
2019-03-12 17:30:34,36.0,60
2019-03-12 17:36:02,36.0,60
2019-03-12 17:40:48,36.0,60
2019-03-12 17:45:33,36.0,60
2019-03-12 17:50:20,36.0,60
2019-03-12 17:55:04,36.0,60
2019-03-12 17:59:48,36.0,60
2019-03-12 18:04:33,36.0,60
2019-03-12 18:09:17,36.0,60
2019-03-12 18:14:04,36.0,60
2019-03-12 18:18:51,36.0,60
2019-03-12 18:23:38,36.0,60
2019-03-12 18:28:24,36.0,60
2019-03-12 18:52:08,37.8,58
2019-03-12 19:01:41,40.5,55
2019-03-12 19:06:25,37.8,58
2019-03-12 19:11:10,36.9,59
2019-03-12 19:30:07,40.5,55
2019-03-12 19:34:54,31.5,65
2019-03-12 19:44:25,36.0,60
2019-03-12 19:49:09,36.0,60
2019-03-12 20:01:52,36.0,60
2019-03-12 20:06:36,36.0,60
2019-03-12 20:11:20,36.0,60
2019-03-12 20:16:04,35.1,61
2019-03-12 20:35:01,34.2,62
2019-03-12 20:54:05,34.2,62
2019-03-12 21:03:34,34.2,62
2019-03-12 21:08:19,34.2,62
2019-03-12 21:13:03,34.2,62
2019-03-12 21:17:48,34.2,62
2019-03-12 22:01:09,35.1,61
2019-03-12 22:05:53,35.1,61
2019-03-12 22:10:40,45.0,50
2019-03-12 22:58:14,32.4,64
2019-03-12 23:02:59,31.5,65
2019-03-12 23:07:44,75.6,16
2019-03-12 23:12:28,45.9,49
2019-03-12 23:21:56,45.0,50
2019-03-12 23:26:41,45.0,50
2019-03-12 23:33:12,45.0,50
2019-03-12 23:42:41,45.0,50
2019-03-12 23:47:25,45.0,50
2019-03-12 23:52:09,45.0,50
2019-03-13 00:01:38,45.0,50
2019-03-13 00:06:22,45.0,50
2019-03-13 00:11:06,45.0,50
2019-03-13 00:15:51,45.0,50
2019-03-13 00:20:35,45.0,50
2019-03-13 00:25:20,45.0,50
